Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Dariyan Pendergrass","COFC",22,59,223,272,66,47,12,3,4,65,37,35,25,5,3,6,1,43,4,0.295964125,"Dariyan Pendergrass","sa3039666",
"Grant Mangrum","MCN",,39,98,121,29,21,6,0,2,21,17,11,16,7,1,4,0,1,0,0.295918367,"Grant Mangrum","sa3036966",
"Mack Mitchell","SIUE",,52,196,240,58,29,10,0,19,61,51,28,56,12,1,3,0,16,2,0.295918367,"Mack Mitchell","sa3038171",
"Myles Webb","LONG",23,52,196,234,58,34,13,3,8,43,49,21,38,9,4,4,5,24,5,0.295918367,"Myles Webb","sa3060889",
"Chanz Doughty","STBK",,49,169,202,50,28,13,0,9,34,38,20,51,9,3,1,1,12,0,0.295857988,"Chanz Doughty","sa3059074",
"Tyler Castro","EIU",,46,142,188,42,33,7,0,2,38,41,34,12,4,2,6,1,14,1,0.295774647,"Tyler Castro","sa3028641",
"Lee Ellis","OSU",20,38,142,175,42,27,6,2,7,30,34,21,32,8,3,1,0,7,1,0.295774647,"Lee Ellis","sa3030900",
"Dylan Johnson","COFC",22,59,213,257,63,38,18,0,7,37,49,32,27,5,5,2,3,5,2,0.295774647,"Dylan Johnson","sa3034741",
"James Nunnallee","UVA",,48,142,174,42,29,12,0,1,38,26,18,13,10,2,2,2,9,3,0.295774647,"James Nunnallee","sa3060162",
"Gage Griggs","UPST",,47,142,173,42,29,9,0,4,37,28,16,28,6,3,6,0,10,3,0.295774647,"Gage Griggs","sa3065925",
"Rylan Galvan","TEX",22,56,186,239,55,26,14,0,15,54,47,47,66,6,0,0,2,9,3,0.295698924,"Rylan Galvan","sa3031877",
"Dakota Duffalo","CREI",23,41,115,148,34,27,3,1,3,25,23,20,28,4,3,6,1,0,1,0.295652173,"Dakota Duffalo","sa3030615",
"Owen Pincince","SIE",,51,159,196,47,33,10,1,3,39,29,21,18,8,1,7,5,1,0,0.295597484,"Owen Pincince","sa3060271",
"Ryan Geck","LR",21,61,247,273,73,51,15,1,6,32,52,17,52,7,2,0,6,3,2,0.295546558,"Ryan Geck","sa3059288",
"Bryce Cannon","SEMO",23,55,220,259,65,36,20,1,8,47,40,28,46,10,1,0,4,6,4,0.295454545,"Bryce Cannon","sa3028365",
"Luke Nixon","NCSU",,56,220,254,65,42,15,3,5,54,42,21,37,12,1,0,0,14,2,0.295454545,"Luke Nixon","sa3038891",
"Liam Patton","VAL",24,50,176,214,52,40,8,1,3,27,26,27,25,10,1,0,8,1,0,0.295454545,"Liam Patton","sa3039547",
"Christian Taylor","AFA",,49,176,207,52,36,12,1,3,35,40,21,41,3,5,2,1,14,6,0.295454545,"Christian Taylor","sa3043552",
"Ryan Zuckerman","PITT",,55,220,255,65,35,16,1,13,48,48,24,86,8,2,1,2,3,1,0.295454545,"Ryan Zuckerman","sa3045886",
"Garret Pike","LOU",22,56,193,222,57,35,17,1,4,32,39,9,30,9,6,5,2,9,0,0.295336787,"Garret Pike","sa3039918",
"Jonathan Smith","SDSU",,54,193,225,57,36,14,5,2,43,32,19,51,1,4,8,1,9,2,0.295336787,"Jonathan Smith","sa3060616",
"Lucas Pringle","CHSO",22,49,149,191,44,31,9,0,4,45,33,25,24,16,1,0,2,5,4,0.295302013,"Lucas Pringle","sa3040221",
"Zeb Allen","CARK",,55,210,271,62,32,17,4,9,55,37,37,36,22,2,0,2,15,4,0.295238095,"Zeb Allen","sa3025935",
"Cal Early","LIB",,33,105,131,31,23,6,0,2,23,15,22,25,3,1,0,2,3,2,0.295238095,"Cal Early","sa3059107",
"Shannon Martin","GRAM",,52,166,229,49,33,12,0,4,59,29,42,26,18,2,1,2,8,1,0.295180722,"Shannon Martin","sa3037208",
"Tyler Thompson","LIN",,48,166,206,49,41,7,1,0,33,29,30,21,3,3,4,2,6,2,0.295180722,"Tyler Thompson","sa3060749",
"Ryan Pierce","SMC",23,61,244,275,72,51,6,1,14,52,54,20,49,5,6,0,5,4,2,0.295081967,"Ryan Pierce","sa3039906",
"Michael Cruz","UNLV",,27,61,69,18,12,4,0,2,9,7,7,9,1,0,0,0,0,0,0.295081967,"Michael Cruz","sa3058958",
"Colton Hegwood","JVST",,59,200,235,59,43,12,3,1,41,27,21,56,4,3,7,3,13,2,0.295,"Colton Hegwood","sa3033530",
"Nick Flores","VCU",,52,200,233,59,36,14,0,9,43,39,17,24,8,3,5,3,7,2,0.295,"Nick Flores","sa3059200",
"Drake Bicknell","PAC",22,42,139,158,41,31,7,0,3,15,31,11,14,5,3,0,4,2,2,0.294964028,"Drake Bicknell","sa3027136",
"Jordan Donahue","HAW",24,38,139,159,41,32,6,0,3,27,22,15,19,1,0,4,2,9,2,0.294964028,"Jordan Donahue","sa3030441",
"Damian Rodriguez","IONA",,51,217,262,64,51,9,1,3,44,26,34,39,9,1,1,2,18,5,0.294930875,"Damian Rodriguez","sa3060401",
"Matt Conte","WAKE",,27,78,97,23,14,4,0,5,17,15,15,21,3,1,0,2,1,0,0.294871794,"Matt Conte","sa3058919",
"Tim Denet","LEM",,44,156,199,46,30,6,2,8,40,33,30,54,11,2,0,3,2,0,0.294871794,"Tim Denet","sa3059035",
"Trey Hawsey","LT",,49,156,193,46,30,7,0,9,26,30,31,33,6,0,0,2,1,1,0.294871794,"Trey Hawsey","sa3059440",
"Will Couchman","NIU",21,46,173,205,51,36,5,1,9,44,30,25,49,6,0,1,0,8,0,0.294797687,"Will Couchman","sa3058936",
"Jacob Badawi","UCR",,38,95,105,28,18,8,1,1,14,13,4,17,4,0,2,3,1,0,0.294736842,"Jacob Badawi","sa3026374",
"Jared Mettam","SMC",21,54,190,233,56,42,10,0,4,42,35,25,40,11,3,4,4,13,4,0.294736842,"Jared Mettam","sa3037927",
"Rex Watson","USD",,54,190,234,56,38,4,1,13,41,60,19,43,17,4,4,4,4,4,0.294736842,"Rex Watson","sa3060881",
"AJ Gracia","DUKE",20,58,207,275,61,36,10,1,14,55,53,55,35,7,4,2,3,7,1,0.29468599,"AJ Gracia","sa3032552",
"Zan Von Schlegell","STMN",21,36,112,136,33,21,8,1,3,25,25,15,15,3,4,2,2,1,0,0.294642857,"Zan Von Schlegell","sa3044566",
"Sonnier Moses","PV",18,34,112,135,33,25,4,2,2,29,12,13,25,4,1,5,0,22,4,0.294642857,"Sonnier Moses","sa3060098",
"Brant Voth","UAPB",24,45,129,153,38,21,14,1,2,21,29,18,25,2,3,1,4,5,2,0.294573643,"Brant Voth","sa3044584",
"Payton Brennan","UCLA",22,46,180,208,53,34,9,4,6,38,37,16,42,8,2,2,3,10,3,0.294444444,"Payton Brennan","sa3027650",
"Matt Scherrman","CREI",,53,180,211,53,36,10,1,6,40,42,20,48,5,3,3,0,5,2,0.294444444,"Matt Scherrman","sa3041698",
"Xander McAfee","UTA",,48,180,202,53,31,14,2,6,28,40,13,41,7,2,0,2,5,2,0.294444444,"Xander McAfee","sa3059951",
"Luke Stulga","ILST",,55,197,221,58,38,13,0,7,32,43,15,54,3,5,1,2,9,5,0.294416243,"Luke Stulga","sa3043274",
"Tanner Marsh","LIB",,56,231,267,68,54,11,1,2,52,22,32,41,1,3,0,5,18,4,0.294372294,"Tanner Marsh","sa3037119",
"Blake Barton","BEL",22,60,221,261,65,45,12,2,6,43,43,31,36,4,2,3,6,15,4,0.294117647,"Blake Barton","sa3026677",
"Cooper Combs","ORU",23,59,221,272,65,38,18,0,9,42,48,40,31,4,4,3,5,2,0,0.294117647,"Cooper Combs","sa3029219",
"AJ DeMastrie","DART",,24,85,103,25,18,5,1,1,13,12,12,24,4,1,1,3,1,2,0.294117647,"AJ DeMastrie","sa3030118",
"Thomas Lyssy","UIW",,48,170,215,50,40,6,1,3,45,27,17,28,24,2,2,3,2,0,0.294117647,"Thomas Lyssy","sa3036761",
"Bryce Martin-Grudzielanek","USC",22,60,238,273,70,54,7,1,8,44,41,23,61,5,3,4,7,9,1,0.294117647,"Bryce Martin-Grudzielanek","sa3037136",701727
"Gianno Merlonghi","CCSU",,45,187,213,55,38,10,4,3,40,31,18,18,0,3,5,3,4,0,0.294117647,"Gianno Merlonghi","sa3037901",
"Jack Meyer","LIN",22,15,34,38,10,5,4,0,1,6,5,2,6,2,0,0,0,1,0,0.294117647,"Jack Meyer","sa3037944",
"Tye Odom","UTSA",,9,34,34,10,7,2,1,0,2,9,0,8,0,0,0,0,0,0,0.294117647,"Tye Odom","sa3039049",
"Tommy Splaine","ARIZ",22,59,204,244,60,41,12,2,5,39,25,24,53,11,4,1,1,0,1,0.294117647,"Tommy Splaine","sa3042859",
"Jackson Hauge","KU",24,59,238,278,70,37,13,0,20,46,70,32,56,4,3,1,9,0,0,0.294117647,"Jackson Hauge","sa3059435",
"Drew Helton","PFW",,31,102,107,30,27,3,0,0,14,14,4,19,0,1,0,5,0,0,0.294117647,"Drew Helton","sa3059459",
"Clayton Slack","USI",22,56,204,243,60,46,10,4,0,32,35,22,34,6,5,6,8,6,1,0.294117647,"Clayton Slack","sa3060591",
"Mason Lang","SDST",,12,17,20,5,5,0,0,0,1,2,3,6,0,0,0,0,0,0,0.294117647,"Mason Lang","sa3065348",
"Mikey Urbaniak","LONG",19,46,153,201,45,26,14,2,3,42,33,36,46,10,1,1,1,9,2,0.294117647,"Mikey Urbaniak","sa3065439",
"Bryce Campbell","NMSU",21,39,153,182,45,29,10,0,6,27,41,22,34,5,2,0,1,0,0,0.294117647,"Bryce Campbell","sa3066700",
"Jack Pitts","MEM",,19,51,60,15,5,5,0,5,14,11,9,18,0,0,0,1,1,1,0.294117647,"Jack Pitts","sa3067117",
"Jake Hyde","DUKE",24,56,211,260,62,35,13,3,11,47,65,42,60,3,3,1,3,1,0,0.293838862,"Jake Hyde","sa3034382",
"Three Hillier","HPU",23,54,194,232,57,35,10,2,10,45,49,31,21,2,4,1,3,1,4,0.293814432,"Three Hillier","sa3033841",
"Kyle Morrison","USA",21,51,194,233,57,33,13,2,9,35,44,28,42,8,3,0,4,2,1,0.293814432,"Kyle Morrison","sa3060094",
"Lane Crowden","SIUE",,46,143,164,42,26,13,0,3,29,21,15,39,4,0,2,3,18,3,0.293706293,"Lane Crowden","sa3029608",
"Kollin Ritchie","OKST",20,43,143,174,42,19,8,0,15,30,39,19,32,8,4,0,0,4,2,0.293706293,"Kollin Ritchie","sa3040802",
"Judd Utermark","MISS",21,64,252,287,74,41,11,0,22,57,69,30,92,4,1,0,4,7,5,0.293650793,"Judd Utermark","sa3044269",
"Aaron Manias","PUR",,50,126,159,37,19,9,0,9,29,43,17,28,14,1,1,3,1,0,0.293650793,"Aaron Manias","sa3059907",
"Kevin Jones","UNCW",21,58,218,257,64,51,6,2,5,54,32,27,46,6,2,4,3,12,0,0.293577981,"Kevin Jones","sa3034888",
"Ethan Wilson","WIN",,58,218,258,64,42,11,1,10,56,49,29,56,8,3,0,3,12,4,0.293577981,"Ethan Wilson","sa3060939",
"Sebastian Paz","DSU",,32,109,122,32,28,4,0,0,8,18,8,26,5,0,0,2,0,1,0.293577981,"Sebastian Paz","sa3065590",
"Jackson Haker","CCSU",,33,109,136,32,19,5,1,7,24,24,21,32,4,2,0,2,0,0,0.293577981,"Jackson Haker","sa3066062",
"Patrick Engskov","ARST",21,53,201,228,59,37,13,0,9,32,35,20,42,4,2,1,3,9,3,0.293532338,"Patrick Engskov","sa3030951",
"Terrence Kiel II","TA&M",,56,201,233,59,45,11,1,2,45,26,24,48,7,0,1,3,12,1,0.293532338,"Terrence Kiel II","sa3059676",
"Giovanni Licciardi","SELA",,47,167,201,49,43,3,1,2,32,29,18,22,10,1,5,5,1,0,0.293413173,"Giovanni Licciardi","sa3059813",
"Cole Cahill","TOL",20,60,225,250,66,53,9,1,3,34,44,21,39,0,4,0,2,1,3,0.293333333,"Cole Cahill","sa3028238",
"Garrison Berkley","LT",,55,208,252,61,37,16,2,6,52,28,21,32,17,3,3,1,13,5,0.29326923,"Garrison Berkley","sa3027047",
"Ryan Kim","CBU",,56,208,243,61,40,14,0,7,34,35,20,43,13,2,0,5,3,1,0.29326923,"Ryan Kim","sa3035375",
"Collin Loupe","UNO",,47,133,164,39,27,7,2,3,23,23,14,45,9,1,7,1,1,2,0.293233082,"Collin Loupe","sa3036582",
"Josh Overbeek","NEB",,52,174,201,51,31,13,1,6,28,28,12,46,12,1,2,0,2,3,0.293103448,"Josh Overbeek","sa3039291",
"Will Cowan","SJU",19,49,174,210,51,34,12,1,4,30,30,30,25,1,5,0,4,3,2,0.293103448,"Will Cowan","sa3058938",
"Anthony Temesvary","COLU",,23,58,73,17,5,5,1,6,19,22,12,20,2,1,0,0,0,0,0.293103448,"Anthony Temesvary","sa3065428",
"Louis Bussard","ACU",,23,58,66,17,14,2,1,0,10,11,7,6,0,1,0,0,4,0,0.293103448,"Louis Bussard","sa3066176",
"Nick Spaventa","PENN",,40,157,184,46,32,9,0,5,30,29,20,30,5,2,0,3,0,0,0.29299363,"Nick Spaventa","sa3042803",
"Sam Grube","MSM",,50,198,248,58,42,8,4,4,48,45,40,25,4,4,2,1,27,9,0.292929292,"Sam Grube","sa3059369",
"Luke Anderson","BYU",21,55,222,264,65,45,10,1,9,39,52,31,43,7,2,2,3,4,4,0.292792792,"Luke Anderson","sa3026061",
"Christian Adams","UGA",,42,123,145,36,21,7,1,7,24,23,18,38,4,0,0,1,0,0,0.292682926,"Christian Adams","sa3025750",
"Drew Berkland","MINN",21,52,205,240,60,36,10,0,14,42,53,31,46,2,2,0,3,12,7,0.292682926,"Drew Berkland","sa3027046",
"Dante Damore","SHU",22,52,205,248,60,39,15,0,6,45,43,35,37,4,4,0,4,6,0,0.292682926,"Dante Damore","sa3029807",
"Matt Houston","LT",,16,41,49,12,10,1,0,1,4,11,5,13,3,0,0,0,0,0,0.292682926,"Matt Houston","sa3059532",
"Noah Miller","MICH",,37,82,104,24,13,9,0,2,11,18,13,6,4,3,2,0,0,0,0.292682926,"Noah Miller","sa3060045",
"Kyle Stephens","ALB",,31,82,95,24,12,9,2,1,17,14,7,25,6,0,0,2,0,0,0.292682926,"Kyle Stephens","sa3065422",
"Addison Ainsworth","ARMY",,49,188,233,55,35,14,1,5,44,40,33,31,4,2,6,3,10,3,0.292553191,"Addison Ainsworth","sa3025819",
"Tre Broussard","HOU",,54,212,241,62,42,12,1,7,43,34,22,25,5,1,1,2,31,4,0.29245283,"Tre Broussard","sa3058738",
"Wells Sykes","CCU",22,60,171,208,50,40,7,0,3,35,35,9,37,19,5,4,1,17,3,0.29239766,"Wells Sykes","sa3043432",
"Ty Gill","PUR",22,51,130,159,38,34,3,1,0,28,23,19,19,4,3,3,0,13,1,0.292307692,"Ty Gill","sa3032225",
"Cole Wagner","PSU",22,36,130,162,38,23,9,2,4,27,27,23,32,9,0,0,0,11,2,0.292307692,"Cole Wagner","sa3044620",
"Martin Zelenka","UNCW",,26,65,75,19,15,3,0,1,8,13,9,21,0,0,1,1,0,0,0.292307692,"Martin Zelenka","sa3045837",
"Sam Grunberg","LIN",,58,219,249,64,34,16,1,13,35,53,12,43,14,4,0,5,0,0,0.292237442,"Sam Grunberg","sa3059371",
"Kameron Byrd","SOU",,41,154,183,45,26,11,4,4,34,36,23,24,5,1,0,0,6,1,0.292207792,"Kameron Byrd","sa3028200",
"Graham Mastros","ILST",,49,178,209,52,31,15,2,4,44,28,20,50,7,2,2,2,18,2,0.292134831,"Graham Mastros","sa3037272",
"Patrick McLellan","USI",,43,178,203,52,44,4,3,1,35,24,16,32,7,2,0,4,6,3,0.292134831,"Patrick McLellan","sa3059993",
"Clay Burdette","XAV",,56,202,243,59,36,9,1,13,46,44,25,62,15,1,0,3,13,1,0.292079207,"Clay Burdette","sa3058770",
"Hunter Ray","FDU",19,41,113,143,33,18,7,0,8,29,21,25,36,5,0,0,0,10,2,0.292035398,"Hunter Ray","sa3060337",
"Beny Bikar","SOU",,40,137,166,40,35,3,2,0,33,25,20,19,6,1,2,3,12,3,0.291970802,"Beny Bikar","sa3058639",
"Hogan Denny","IU",,50,137,169,40,23,11,0,6,33,24,22,31,9,1,0,1,1,0,0.291970802,"Hogan Denny","sa3059037",
"John LaFleur","HC",,44,161,196,47,31,8,1,7,28,48,24,31,8,2,1,1,6,2,0.291925465,"John LaFleur","sa3035846",
"Ben VanMaanen","UAPB",,50,161,187,47,35,8,1,3,26,32,21,29,3,2,0,0,1,1,0.291925465,"Ben VanMaanen","sa3044355",
"Evan Brown","NAVY",,51,185,209,54,39,10,2,3,27,30,19,27,0,2,3,11,2,3,0.291891891,"Evan Brown","sa3027826",
"Blaine Brown","RICE",,54,209,235,61,39,12,0,10,34,38,21,41,3,2,0,2,5,3,0.291866028,"Blaine Brown","sa3058741",
"Daniel Haab","GASO",,55,192,222,56,35,9,5,7,33,27,21,26,4,1,4,3,8,4,0.291666666,"Daniel Haab","sa3032908",
"Ty Hodge","UTSA",22,57,192,234,56,38,12,0,6,49,41,30,24,7,3,2,2,6,1,0.291666666,"Ty Hodge","sa3033906",
"Ryan Novak","M-OH",,56,192,257,56,30,13,5,8,59,47,48,52,13,3,1,1,6,1,0.291666666,"Ryan Novak","sa3038945",
"Jacob Pipercic","LIU",,49,192,233,56,31,12,6,7,57,41,26,44,14,1,0,1,31,3,0.291666666,"Jacob Pipercic","sa3039952",
"Ethan Plyler","COFC",,57,216,258,63,41,14,2,6,42,46,22,31,16,4,0,8,13,3,0.291666666,"Ethan Plyler","sa3040007",
"Trey Porter","MONM",,15,48,51,14,11,2,1,0,7,8,3,10,0,0,0,2,2,0,0.291666666,"Trey Porter","sa3040104",
"Sawyer Reeves","MSST",,46,144,168,42,30,9,0,3,33,20,15,30,3,2,4,0,6,2,0.291666666,"Sawyer Reeves","sa3040558",
"Christian Rush","W&M",,56,216,255,63,37,11,1,14,46,47,26,57,7,3,3,3,5,2,0.291666666,"Christian Rush","sa3041313",
"Bennett Shealor","GWEB",21,32,48,59,14,8,3,1,2,10,7,4,15,6,0,1,0,0,0,0.291666666,"Bennett Shealor","sa3042103",
"Brenden Stressler","SLU",20,59,216,265,63,41,8,2,12,41,53,38,43,8,3,0,3,15,2,0.291666666,"Brenden Stressler","sa3043220",
"Adam Sullivan","LEM",21,39,144,168,42,32,8,1,1,24,28,22,40,0,1,1,2,5,0,0.291666666,"Adam Sullivan","sa3043303",
"Balin Valentine","NWST",,56,216,250,63,44,8,3,8,40,38,25,50,5,2,2,3,20,6,0.291666666,"Balin Valentine","sa3044292",
"Max Humphrey","KENT",20,16,24,32,7,5,2,0,0,8,3,5,6,2,0,1,0,5,1,0.291666666,"Max Humphrey","sa3059547",
"Xander McLaurin","CP",20,20,24,28,7,5,1,0,1,7,2,2,6,2,0,0,0,0,0,0.291666666,"Xander McLaurin","sa3059992",
"Reinaldo Plascencia","BCU",,33,72,93,21,14,6,1,0,25,8,11,25,10,0,0,0,0,2,0.291666666,"Reinaldo Plascencia","sa3060279",
"Micajah Wall","USI",22,51,168,195,49,40,5,1,3,30,25,21,43,1,1,4,3,2,0,0.291666666,"Micajah Wall","sa3060858",
"Peryn Bland","TROY",,11,24,30,7,5,2,0,0,4,2,5,11,1,0,0,0,0,0,0.291666666,"Peryn Bland","sa3066936",
"Cole Smith","YSU",,56,199,250,58,31,21,0,6,43,41,42,43,6,3,0,0,7,3,0.291457286,"Cole Smith","sa3042519",
"Matt Flaherty","EVAN",23,43,151,166,44,28,11,0,5,16,34,8,42,3,4,0,3,1,0,0.291390728,"Matt Flaherty","sa3031424",
"Braeden Terry","WASH",22,47,151,186,44,29,11,0,4,26,33,22,29,7,5,1,2,3,2,0.291390728,"Braeden Terry","sa3043639",
"Carson Lorch","TAR",,42,151,179,44,29,10,2,3,26,31,13,17,11,3,1,1,9,5,0.291390728,"Carson Lorch","sa3059849",
"Draven Nushida","HAW",21,44,127,146,37,30,6,0,1,16,28,11,38,2,3,3,1,3,2,0.291338582,"Draven Nushida","sa3038974",
"Kane Kepley","UNC",21,60,230,305,67,44,13,7,3,73,30,44,22,27,3,1,2,45,4,0.291304347,"Kane Kepley","sa3035293",
"Carson Hornung","JVST",21,60,206,266,60,41,12,0,7,44,31,46,55,9,4,1,5,3,0,0.291262135,"Carson Hornung","sa3034103",
"Ryan MacDougall","DAY",,51,182,228,53,32,9,3,9,38,44,33,39,8,4,1,2,4,0,0.291208791,"Ryan MacDougall","sa3036786",
"JP Smith","SAC",20,58,237,271,69,39,18,0,12,42,52,23,51,9,2,0,9,0,0,0.29113924,"JP Smith","sa3042582",
"David Coppedge","LIP",23,55,213,257,62,33,18,2,9,49,47,28,44,12,3,1,3,7,5,0.291079812,"David Coppedge","sa3029360",
"Aries Gardner","GRAM",23,44,134,165,39,24,7,2,6,27,35,20,27,8,3,0,1,2,0,0.291044776,"Aries Gardner","sa3031961",
"Ben Robichaux","SELA",21,43,134,164,39,26,4,1,8,33,25,22,48,5,0,3,1,5,0,0.291044776,"Ben Robichaux","sa3040894",
"Matt Travisano","MASS",,41,134,174,39,35,4,0,0,24,20,27,44,9,3,1,2,6,1,0.291044776,"Matt Travisano","sa3044023",
"Brandon Anderson","PUR",21,53,189,250,55,37,9,0,9,60,46,30,25,27,2,2,4,5,1,0.291005291,"Brandon Anderson","sa3026030",
"Chris Arroyo","UVA",20,49,189,217,55,35,8,1,11,31,42,23,30,0,4,1,1,5,1,0.291005291,"Chris Arroyo","sa3026239",
"Parker Edwards","HCU",,54,189,213,55,31,15,0,9,29,47,14,42,3,5,2,3,4,1,0.291005291,"Parker Edwards","sa3030822",
"Kai Holm","LIP",,51,189,227,55,42,5,2,6,31,34,24,33,4,2,8,4,10,3,0.291005291,"Kai Holm","sa3034000",
"Alex Sosa","NCSU",,52,189,228,55,29,16,0,10,43,40,33,50,3,2,1,1,0,0,0.291005291,"Alex Sosa","sa3042760",
"Blake Edgmon","CHSO",,52,165,216,48,37,7,1,3,40,40,29,31,15,5,2,2,6,1,0.29090909,"Blake Edgmon","sa3059113",
"Kyler Northrop","WSU",,37,110,123,32,27,4,1,0,14,13,6,23,4,0,3,3,3,3,0.29090909,"Kyler Northrop","sa3060152",
"Noel Rivera","MRST",,39,165,191,48,29,11,3,5,41,26,16,24,9,0,1,3,20,3,0.29090909,"Noel Rivera","sa3060382",
"Matthew Rollison","PRES",,51,165,189,48,32,13,1,2,23,22,9,26,12,2,1,2,2,0,0.29090909,"Matthew Rollison","sa3060417",
"Carson Bayne","CLT",,54,196,222,57,37,7,3,10,33,42,18,49,8,0,0,4,1,4,0.290816326,"Carson Bayne","sa3026771",
"Ty Yukumoto","GONZ",22,51,196,244,57,44,12,0,1,45,19,31,19,11,2,4,2,6,1,0.290816326,"Ty Yukumoto","sa3060997",
"Parker Goff","BYU",,45,141,183,41,29,9,1,2,37,27,31,47,8,0,3,1,0,0,0.290780141,"Parker Goff","sa3032344",
"Cole Cleveland","FIU",,46,141,168,41,25,9,2,5,29,32,16,45,9,1,1,0,13,1,0.290780141,"Cole Cleveland","sa3058883",
"Wil French","ARST",,54,203,251,59,36,15,3,5,47,31,39,22,5,4,0,1,10,6,0.290640394,"Wil French","sa3031709",
"Titan Kamaka","MER",22,52,203,234,59,40,11,0,8,35,39,22,44,4,1,4,2,5,1,0.290640394,"Titan Kamaka","sa3035045",
"Tyler Shulman","HARV",,36,117,140,34,26,5,0,3,17,20,13,18,5,3,2,3,4,0,0.29059829,"Tyler Shulman","sa3042236",
"Pierre Seals","MIZ",,45,148,172,43,30,8,0,5,18,22,17,58,4,2,1,1,4,3,0.29054054,"Pierre Seals","sa3041890",
"Zach Henry","LR",,43,155,180,45,30,6,4,5,22,33,15,39,8,1,1,3,10,1,0.29032258,"Zach Henry","sa3033636",
"Harrison Kaufman","SBU",,39,124,164,36,18,10,0,8,31,31,21,37,11,4,4,0,3,0,0.29032258,"Harrison Kaufman","sa3035121",
"Nick Leehey","UCD",22,43,155,175,45,33,7,0,5,24,27,15,37,5,0,0,5,2,1,0.29032258,"Nick Leehey","sa3036171",
"Alex Nevils","INST",,15,31,39,9,8,1,0,0,5,3,5,5,3,0,0,2,0,0,0.29032258,"Alex Nevils","sa3038796",
"Mason Neville","ORE",21,57,217,280,63,21,16,0,26,67,57,53,66,4,6,0,2,9,5,0.29032258,"Mason Neville","sa3038799",
"Fabian Santana","ALST",,39,124,152,36,29,6,1,0,24,16,11,13,11,1,5,3,8,0,0.29032258,"Fabian Santana","sa3060487",
"Caden Matlon","AKR",,48,162,199,47,32,10,2,3,30,27,21,28,14,1,1,2,5,0,0.290123456,"Caden Matlon","sa3037305",
"Luke Costello","WAKE",,41,131,155,38,21,7,0,10,33,28,19,36,4,1,0,4,0,1,0.290076335,"Luke Costello","sa3066471",
"Cole Dillon","WICH",,35,100,123,29,25,3,1,0,16,13,18,21,5,0,0,2,1,0,0.29,"Cole Dillon","sa3030340",
"Anthony Zollo","IONA",,47,200,215,58,50,7,1,0,20,24,12,20,0,1,2,4,2,0,0.29,"Anthony Zollo","sa3045881",
"Cameron Carter","RGV",,39,100,119,29,25,3,1,0,23,15,9,27,7,2,1,3,4,0,0.29,"Cameron Carter","sa3058827",
"Ben Castelli","CBU",,56,200,242,58,38,12,0,8,52,43,24,56,14,2,2,3,19,6,0.29,"Ben Castelli","sa3058835",
"Dane Woodcook","NMSU",,30,100,119,29,22,5,2,0,12,19,9,24,2,0,8,3,0,0,0.29,"Dane Woodcook","sa3060962",
"Charlie Sutherland","MINN",20,44,138,159,40,25,8,1,6,24,25,15,34,3,0,3,3,5,1,0.289855072,"Charlie Sutherland","sa3043344",
"Matthew Russo","USM",22,63,245,300,71,41,11,1,18,49,57,30,55,21,4,0,5,0,0,0.289795918,"Matthew Russo","sa3041345",
"Micah Rienstra-Kiracofe","KENT",19,56,214,249,62,48,8,4,2,51,37,20,35,8,4,3,3,25,3,0.289719626,"Micah Rienstra-Kiracofe","sa3060366",
"Sam Busch","MSU",23,54,190,227,55,29,11,0,15,40,62,29,36,2,5,1,4,2,3,0.289473684,"Sam Busch","sa3028130",
"Justin DeCriscio","NCSU",22,52,190,231,55,33,12,2,8,45,44,23,22,10,7,1,8,2,1,0.289473684,"Justin DeCriscio","sa3030012",
"Brooks Leonard","NWST",,18,38,52,11,9,1,0,1,14,11,10,6,2,2,0,0,1,0,0.289473684,"Brooks Leonard","sa3036223",
"Jaylon Lucky","SOU",,40,114,164,33,21,8,2,2,33,40,27,13,17,4,2,0,16,5,0.289473684,"Jaylon Lucky","sa3036652",
"Lukas Buckner","MSST",,22,38,41,11,11,0,0,0,3,2,3,8,0,0,0,2,0,0,0.289473684,"Lukas Buckner","sa3058764",
"Brent Iredale","ARK",21,60,190,261,55,32,10,0,13,58,56,43,62,21,7,0,3,8,1,0.289473684,"Brent Iredale","sa3059570",
"Gabe Juarez","ETSU",,15,38,46,11,8,2,0,1,5,7,4,9,3,1,0,0,0,0,0.289473684,"Gabe Juarez","sa3059634",
"Joey Morton","CAM",,53,190,230,55,28,10,4,13,40,42,28,45,9,3,0,2,8,5,0.289473684,"Joey Morton","sa3060096",
"Colton Ryals","FAMU",22,34,76,86,22,13,6,1,2,15,15,9,21,1,0,0,0,0,2,0.289473684,"Colton Ryals","sa3062892",
"Charlie Stogner","UNCA",19,17,38,47,11,10,1,0,0,8,6,6,11,3,0,0,0,0,1,0.289473684,"Charlie Stogner","sa3065142",
"Brady Thompson","UNCW",19,33,76,100,22,15,7,0,0,10,14,18,19,3,2,1,1,5,0,0.289473684,"Brady Thompson","sa3065615",
"Patrick Roche","BC",23,57,197,257,57,45,9,0,3,46,36,31,32,20,6,3,9,19,4,0.289340101,"Patrick Roche","sa3040939",
